url,points,age
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhmTMO4-2BVfis63DB2ht1xqLKLaVp56rYsfnXIEsN5Za8Ygi-R_6se8jpQ-2F8HpP4IAEC8iToksrsOxhY0JIcGCfhBGRSInUdkhFsdt-2B6BNYcSr21tZqPxwW1YTWZi-2FbtjyfraMEST07ugNCnMg51ctbov1I61xkHeQ0NudNWxbXfHRuwbQ9Mlq4K0m0SMFYEMZUplEOMeN-2B8IHLh14khgMh0GpFuHwuOnys91wvdOFo4HLKC6gmkkj3b2HuBT8u9-2B48XfRfDA-2FDamuvPSo36YxEYk0T-2FPo-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhvbL1iy11Toz20M1oqCYCPce-2Frxlw9RgrsXs9laxmZfh-05y_bSpLi9k3QAq1gZUM1Futbn6ohTi2ZPMw3wBgcOJzTQ6pUmthaHOj1XPfswhFyIv5AUDj-2FZt8ahbzqmu73n-2BfUiK-2Fah3OaqVz84LM6lYWS-2B-2BHj1qISaLgrWJ9TQG0DaQDnL16MgIjVwfrw9scBWVOSqvV5Y3OeQQXGcj015ldWU9nbIP-2FOByKx7XJ-2FQ2PfZB5wN8fT1hx1B1XsHC0IWrlIvJ47Zc1iRIJcKDIduXn-2BaY-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhtt8f3FpUyT-2F2xcbkQbVfq9Eu2z0Bdr95oS8LGQaLfFLjoV8PsT1p-2B05imRbYlmg-2Fw-3D-3DwkEI_wurd1udu9OOOtCkPmLKjvMDgyAdsCN2RAteEoPWtLSt6Yh0j5KxhbBnAXNUHAG-2BhNRHrfum2F1pmIknlpgu0N-2B0tYuJrITuc1-2BS9Dz-2FM6YIpQBd5S8Agwplket7mgn1mPU6xBYyFF-2FZJca1YkFvf-2B9ijVeIlhUaZjdbhKC-2BFClVQ6mgy9vF1CB69UySUKkr-2B81g4eLKH3EyF-2BOMo2RlOqxJKrTnsg1B6d8VFXta-2Fgei9t6SgpinSk2w7KwsHaOQK,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhsRzg2RiEcL0LHZhGRx9Osodm8jx9asA-2Bj8-2BSfvNUwJ-2FxATS_Edz4cq2863RwwLHpMXwmdKUEyezvTB1yF-2B-2BlDANp5z-2BW0S7MRaaem3kM85VIEDQhawPD4AQGDiFg3ixq-2BeIKcEMwKaAOrpuYr4ywAI3tHdhxvBIgKPxdpZ-2FCJyT8XQ3Vu94MNrvKgHoahVqjXOUn09Ge2SjzlGgt2YfRUY9DyJrfacMOYYSrIctD-2BHZxx2ye8Q85jGURQ9VeT6i0vqDWxQ-2BdCuALmAQ2FNvSTOfNcF0-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhsJ1PAVuzDSo8sh3MmiW-2BsDL7IuGuFZgEa1zOXMjGbquwFyxobS1euhFBb5CTYmoDw-3D-3DmWSb_SF4e0Ww-2F2g1quQjzE4VckuPNUSazDEKqnvI2tuwSFt99CbkRMVDQk8FtJFRjmR9CT6nUhavCNJzmB-2BEPpAmg5a9CqaFsCXYE0B8PsYxKJFi0m2t40n5zwVkAxXp-2FQm9VjAQhWdFhwFqzkXfyidZZJ-2FH3tOxbIQ8riabgdDkGBCWKR-2BJtz-2BuGkdPke2XY1e9L06LXsj8PqhI9YpHpJf8hVU9x589SY6jWDGndJ1C9nj0-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhhofwtxmnVtNZZAAcY5sXbFvKa0H1-2BeleQA-2BiOdggx7ml08nrKaS8HVFl0RHtMQEFQ-3D-3D0LW7_Qe26nfK3-2Fe3h9E5MpftTE3zc-2B1ZhiUFxlV2VRsfwrAhrGWAKHILHdbUZ0ZYR6ua79N2-2BnwNVu2lEiY0VZ8mNFlwBMTdVNkA4N5GbQK4AsAFGkoxi8iw02GeEDEcBBnJOxgNZb-2FNsoQSHBecDeadUhFuzl8NoTTGrRuEwpojAonyOwNwfS2iIr-2FnKiJ55PNzzzuze7aXt5t2XmIdRH06sWgOw0TwLswBQN1DuEAPHNdc-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhovqnn4-2F-2BXMKYlgUHxEF3-2FdAdbgBgtPzXQvUpDXl6IRg6foT_4eIUNkOJgwVYf3IORH3fbxmzmGChEeAcIuyba37bwW6IpIawDMyx1S-2B9FT2Kr5jSpn-2F5dR5coLfTB4kA69owkD2bzFV2RLStYm0H2-2Bmo221LlTiQ-2BG2oMADSMnJyMKUOrC9dbOkq060oz-2BGfv243-2BQ5bA-2F95bdBTbp0dP-2F-2FMJqhD0mPnZhEYScXV0Z1ED-2BoBJx-2F1J27iEr-2Br5Qy8IYpsfx8xu16xEXkxdsWEZzs86Ro-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhsEsqMhR200uM-2F8QJJzyLxppMOycfVEew-2F-2F6t4ksU2KewuqN-2BCiTmVrFNgKAm1064A-3D-3DlNtf_AqZjFGATMvdzKsSYXBZwN5ctrtd4MAFy2aD9lI1y9f-2B0DNfhxMlHRjdTPI1ZmswoyCdfbCA7nzwYHfbfaTiTS7f9NPLIsfUnUkx-2BBG-2B3EaivQhItiAMbcxuGkm-2F78VgIB35BSs9w26p6JVIhmqDCwRIqvQs8IKVETsrbcmtSx4pBjweU6k2HPqy-2B0vqpeN8TlH7dZH7j0Pu6myOLHAADJpJuLfBcRlEjxXfv3X0nKzg-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhkswn3KZfnzs2b2v0TOp9n2xLa8jAecYvYS2fbwL6SO7K-2BUgq6d9AvCUyukj8een2g-3D-3DG_5e_YzRZjMSfIkceEPmAjlUE-2FoEy1UnnC3YDHX18LGHk5r5jWalBmF9SWeRsBe2kIG8157dr8O3qaezd15FwTd72lGAkUrX3v46Tb-2FwHAAtP-2Ft9NwZHQelD-2BsZFP9aUkhLgbWXdqaKhwTifSVf5AUwqJwrVUftk9IPloLhgkcIzs2fh1ERmi4AlhOhslCobEHzZKdiIgG6AHtPYHX3S2yUSPb1XtjN8UcEsx7twft3maGX0-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhnUTIKWJ1pYJoH0OCz2rNzFz3Oeqm0Q2MKWdWXWsCo74wzX1_opJoZSHtnlTMLTaauTTkeUhSdWHfl9WkAeijhX-2FfJZgGAJXkxtgPtYDj0alIuDfOIRurTBncFK26UAFNZAb2Iq1VCFLau6oM4XUgDIkXzhensA8LJ4aC7IsfAOnSuQ6BI-2BDvJvfpYjiQjncNJvjE7W18Uhr5Sbpw6lA5tH0zNYUFxE89WObMYYmjiTkeXAdmIjqOhVOo6-2FIwRzYnIfCoQDR5Z2KBIQzsI5PqQTm5CLI-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhhZ60a5jeaV3OBNIB0FgGEc3P8Sg6Oe5lD1euKH4E6RcEMzv_JvLSh5-2BVlgqI1TZvmaXxSMKsFs3hn8dsH4MEILJWB82iyykpelhtE0o8OFlZWSsfmvNsT5opE1ORbQaRzn6i0T7wbZACDNWTULNX6IIjs-2BgpYZxtrOuQyMmqy-2FCjoOU6axeH8eG-2BJQJ-2B8zX4b7aXDnI1wShnVWBu5lv5JDokYsFSufn5YfEs1AXhy6QboIswtpwHv2AE-2BeRMOuraufDfMDjG-2FWK8rytTH2uEKpLpns8-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhrWHbOrtZcl8gu1Yidsxa1uwU-2BVaY2XtNj9Ly4S9Sd7FyPRE98MM9TrxHzfxy02CCg-3D-3D2Y6c_uPLvXFC44sv2c1opq5InVuhdsmnMEh1psxFi6VEgPB-2FV39k75yZtneoSdjKwX2T88HdiQEIELpjSaorlJOGFc3AOyxhvBDLo7sepCTAjPAyOai4Z8K5MthhYvBspKmWrR6hu0J02NNAWCIwVXfpxLoKnexbgW1KmZr1rww7BAnH9ysoe5FwLYRj99eVgXapb1eqLLKCYsEJDI2MTNOD7-2BtQFtPcpkj9pJf7zOZfxCn8-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhtLtbsNteITxaP8zHd8mE3pvq2MYiOaA-2FYT1XfZJ8nNp9mGkfBLumXialstDpgYO5Q-3D-3DL2sA_GCYjay1OXPdBLKXxEX9IbwawDaPqRbAkbak-2BorxYUb5h4zrCSRGJMoVi6H-2FltheipKBleNAD6XwacZOjtqtmAXrfUo-2BaiSdSnHha-2F-2FsTNux-2BZwBElLIddErCxATpVoUhY48zYg1JtxrFo1M8xbV83VocEKM4CMzTlaRQpGSRxjlOdVxxvt34qyRd-2FNtlH2fIIQiMq2MxlSYsUV9W4W6-2FiXGMO7IjBW6F0DNovmG-2B3Zw-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhsz-2FNvMRWOsnLebG66O5RxGuPTUJNvS4K-2B-2FBXDcgGDhU-2F1HUGDqQA-2FkVCje-2Bl9AL2Q-3D-3DLPfY_SkY2P6xbpxsCsy25hOwrjn5YLvk7hKmHNHcOR-2B8-2FBpHR-2Bai6ITTjiukYHPP0ID8UXw6h5VTuTGpwuFlK6tNULxF-2B61SWyXp7ADBE4g6jzN3q-2FQ3PiNW3X-2Bp9kwCvAoVCUNKLfSlXYR0SrpNmS0KxNdFmW3qpOzetccThq931s81Hpb0gzh61GlZK0u5pSLcp6l1M8GgoGwdRSKVGPueBrRZBdl1321vqfNUyZLWlIns-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhgG5MVuICGeDk4qYIGdLMyqmztbK9sHx1sF4OtE0XpPkh5rq_q4WjND3m3OsQMKpE6SmGTyBBYpLSyg1Z7BS-2FlVX3zbmIjo8-2BUyvcRo6SRNQKm2dROFE6XL5zhVAAHogoi86A3eS2mATLTdeNl5CI5T0YQpd6uHbc-2BrE-2BsHRMiES7qphfrf154-2FlxybeVNJdwMmMJ41eS6tHgmtoJoMX8NpmSOICB8Az7hYMbtq4LZP4VHOTSGP12BRoO1-2BX1wEyE7iZlEt8t8Yu-2BuIsBxmieFZPMKbQ-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhr-2Bff726NI2dN-2ByV1ybuTqlreBkID2W-2F0im1GnnWrsJ-2FrPeV_iJrB7mShCquuX0qz9xclRLXrcRUIM41jktRz5m6GMqtELC461dEYoFfmlglVvutqLj23ldASF9CKL-2FBF9JPDdQw3Q-2FXO99k-2BSd3rpxoW5Ig-2FEjAwTE0ty6euEiIIlGI6i-2FNrnwo-2Bw1iOLY-2BVbeO-2BGYJ-2BQcX-2FNjXT1Ma2H2J-2BCvYTzMCvSMLKiLy2MXPHVhpxZvxz6mlIsPhCynBsuewxhfLxmuu8qE1BkxPGRo57ddM-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhoh4maS6vCji5Au9YvEDjPPVB3LALU0vnB3BLM1-2FDQeWv0NAkaIe1H0ajYkNvtRUwA-3D-3DmoKV_itNqzs4eVprzhgcSp-2BL0EBLQy-2BbB8pr-2FWKXyQf50Eiuikp2P8ztA6YkzrqdqbNnsRdCmIHNjUauVQr9z1bZuyWVSOikhUCdMBMhXRZs1U7kAPbkbI0-2BBgpntYpCB9Kp2mEhl2-2FYi7yosfX-2FbpWVG9wK1E9JKRoaHxoKOYiQd3LJMSfN5ft0sbBwqmJbwLTWQxQBZlCP66tIwCzE-2BgDiDtsWziqVT1y0whg5xCu-2FihAw-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhgM-2Fo3sC0c-2BpFi3FOZlslJowZOxXPMUOioNWbtQ67KsxWZDdQpAGaIN9CsffiPZzNA-3D-3DMjn3_BzL71Iq2G9-2F1EmNzIPxI-2BxFP2AS3tdJHNMb1r-2B6EkA2Xra9aXgvKtqAiQ-2B-2FY7-2BShzFpNgULczxzUR-2Bs6TsLNWBIGDmLw-2FIWuqPIiS4KLtTS9ELLvwUdHb8GSMkQ2W-2Bn09YEbBJBjxZL9XvLmSJPFMhx-2Fh8fyxvoYEtdR2tHYlWmk8RxqDrGjJh-2BtWtjuQZWXrGm5XeK0Gap9qydrV8OUT6cGCO8U-2BX1LFNrGkKhqgtc-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhgOaMwnVbz3G4egMY1pYNRL9G63gF1WpoRH6sK0B0tbieJew_Cu0U1TguabKAbPFlTETiVZnDNGHFNDy0LfRVnUEymctk4zP8A1i9PIKzKaH1NfN78EZ9J3QnKoJAjAevjlO7sfvRTL2KwcQgqAXJ1yUx9dv0SWnfNH5gMP86HSKYLFRGLXRR7nniN-2BN1sBTJMKUvYgAoQPmJcC1PBjiD3tORdgvHeOtaZ4lVsK3kdeiJPMc0PMrccTtwAMinFCibeoM-2Fx9HoALW8EZZQYdsngDYlS9E-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhtw2vFJN1bZQRFCXkLfwCEsiimFWLR4sC2LOIBI0cDTNKyOHLG780dhSW-2BKbxQKuDw-3D-3DIpAK_SpY-2Bhp5guE-2BSqZgm7vYKB-2BkheAzqUMfRTf0bxNnZ-2BfDEZE19osT-2Fde5kznN3Sad3fxz5vAKPueWSoozi5hjlklnH6rGkLF-2FI9T6EC6Zc8pbKq62akFH3GnSPKCfRMIM6-2Fg3hfubIkzXXG5DOjTn-2Fgktqdw-2BZhAgDsRN7ngR4zxbhP-2B-2B6-2FR2nWUarVO9KbWQhqehcYOmQ7jnhbQzoGZUc0HiiVwaZ9xuvPzKhQ5zXHkw-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhroXDXIk6IRDP6y5CKgw6YuTyVwhfE13W-2FTIShFZfeVmDnUIslUdfvaNP1LgSd-2FCkA-3D-3DAmv7_oMuAYxQTjr1xl-2BsvGedbWHBaMsycT5gYqv2kic6ikll1pnQrHcMeah8BezqqLZDplkIFbPxXeGe0ZmsbmZZuAtewqVoYcS5KnN3H6FL-2BSZ6VmXBa8lnIhaBpGuUMk3SLwTd0oNHxoeNllQTJwD8GpjmLvlOMO-2BMeG-2FEj7c6jzHz164-2BeR8cyGgP2q-2FHOjnK53wlXloDKq95NqDm7Zr6lAeIBS6-2BeO-2FUjnrwRFSGmwAE-3D,9,4329
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhv9xrzC2D3KULtlvWiI6UTtkDn93YSPI8tjMZm2a22wsMlZX_ghvxs9vjAyeCuqQHjZHy-2FCT9CqqIkPeatZ-2BU91C1Q-2FXXShZL3K9fhmbimnY0x7EX1QofI-2FO-2FH9Q-2Fp-2B9sfM7sTy8CekVP8dWpuICxvcKOnx1mVwjwdDuDLS1z5VUfLHXy5VOT9HNHaRBFH-2BSt4pKnLvh19USi4ng-2BgGY4BSu0ZSxd9WYUMtIhorVViJlV8vWrRStv5cwMOytjU-2FDyHr10CkV76whqnlWjnm4vWowRkXs-3D,9,4329
https://lignevocaleopen.thinkific.com/,6,3253
http://payu-zamowienie901941.pl/ipko_payment.php,13,1
https://usa.ganoexcel.com/Landing/Landing?A=eaef5e17-150c-477a-b8f2-8dd983c4764a&amp;B=4,154,7617
http://us.ganoexcel.com/icecream,19,7617
http://www.corecapital.online/ferozo/lops/assets/js/jquery.maskedinput.js,18,889
https://tinyurl.com/11m9ar6b,10,6969
http://banolombiase.webcindario.com/ruvirife/,12,7301
http://banolombiase.webcindario.com/ruvirife,5,7301
https://banolombiase.webcindario.com/ruvirife,5,7301
https://banolombiase.webcindario.com/ruvirife/,6,7301
https://9zoe1.online/,6,2
http://cutt.ly/Clxn57m,22,1138
https://tinyurl.com/10qyzhcr,10,6969
https://9zoe1.online,6,2
https://anmeldung.dkb-produktservice.com/795/130fee9dd7418ab0ad99737f4c48720e/de/identification/?cgi=031320190&amp;token=57114fecf4340ac47b0ffc7111c5b1f9,52,4
https://demo1.inmarketing.com.ua/exploring.php,8,9244
https://upgenerator.net/Orange/survey/,5,73
https://vh354.timeweb.ru/blocked/?ref=cx23303.tmweb.ru,10,5434
http://cx23303.tmweb.ru/5ec18eff4610d1b84c7070247f32b4/,15,5354
https://docs.google.com/forms/d/e/1FAIpQLSevewpc2Gv59MqmYuCu0VBcdCBsUU2l6VEC53BxIcZnjpVNww/viewform?usp=send_form,21,8564
https://sites.google.com/view/author-elizabeth-camden/halaman-muka,18,8564
https://tinyurl.com/1pa8sons,9,6969
https://www.damiconcept.be/rd,4,707
https://suporteveri.wixsite.com/veri/,15,3214
https://suporteveri.wixsite.com/veri,15,3214
http://bancolombiafxe.webcindario.com/sufpurt-veri/,12,7301
http://bancolombiafxe.webcindario.com/sufpurt-veri,6,7301
https://bancolombiafxe.webcindario.com/sufpurt-veri,6,7301
https://bancolombiafxe.webcindario.com/sufpurt-veri/,6,7301
https://zweryfikuj-platnosc.xyz,6,1
https://sopranotrouser.com/7das86d98sa986d86sad86as986986dsa986.php,10,266
https://maxusglobalsolutions.com/porceeded.php,4,2149
